pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
0.9265,0.4780,0.4375,path,2.0749,6.2200,0.0112,-0.7438,0.5524,0.5752,0.3585,0.5573
0.6471,17.6868,0.3550,path,2.1261,6.2200,0.0074,-0.6405,0.0923,0.4610,0.2840,0.3703
1.2271,25.7826,0.4891,path,2.8722,6.2200,0.0109,-1.1291,0.4804,0.6216,0.3123,0.5425
0.7306,4.3430,0.1967,path,1.1154,6.2400,0.0083,-0.6701,0.2910,0.3661,0.1309,0.4134
0.0347,1.6073,0.0234,lateral,0.7599,6.2600,0.0038,0.0330,0.0107,0.7069,0.1533,0.0000
0.5880,90.7461,0.4037,path,2.1526,6.2600,0.0161,-0.5622,0.1722,1.0254,0.3577,0.8072
1.9773,4.2474,0.3361,path,3.9267,6.2800,0.0140,-1.9367,0.3987,0.5549,0.3312,0.7000
1.0613,20.3507,0.2507,path,1.9666,6.3400,0.0063,-1.0545,0.1200,0.5236,0.1866,0.3146
0.0810,7.9547,0.0451,turn,0.0000,6.3400,0.0000,nan,nan,0.2752,0.0686,0.0000
1.2875,20.0194,0.1222,path,2.3524,6.3400,0.0083,-1.2874,0.0137,0.5075,0.2112,0.4128
0.1778,9.1741,0.0530,combined,1.3330,6.3800,0.1778,-0.0816,0.1579,0.6337,0.2267,0.0000
0.2920,2.2852,0.0047,lateral,1.4026,6.4000,0.2920,-0.2675,0.1173,0.7783,0.1852,0.0000
0.0682,9.4495,0.0399,straight,1.3013,6.4200,0.0564,0.0149,0.0666,0.6275,0.2260,0.0000
0.1302,14.6281,0.0566,lateral,1.0420,6.4600,0.1269,-0.1280,0.0242,0.7341,0.1618,0.0000
0.7965,11.9159,0.2152,path,1.8997,6.4600,0.0063,-0.7943,0.0594,0.3833,0.1960,0.3141
0.2513,10.2291,0.0344,combined,0.7900,6.4800,0.2513,-0.2487,0.0359,0.5066,0.1088,0.0000
1.3820,28.2626,0.4992,path,3.6123,6.5400,0.0140,-1.2397,0.6107,0.6818,0.4213,0.7015
0.8294,4.5101,0.2615,path,2.2931,6.5600,0.0070,-0.8229,0.1032,0.3769,0.2553,0.3509
0.0972,0.0655,0.0309,stand,0.0000,6.6000,0.0000,nan,nan,0.4225,0.0398,0.0000
0.2016,3.8380,0.0613,combined,1.3070,6.6400,0.2016,-0.2015,0.0084,0.7729,0.2030,0.0000
0.8762,28.5950,0.2181,path,1.7407,6.6400,0.0062,-0.8398,0.2499,0.4668,0.1403,0.3119
0.1294,9.2544,0.0433,stand,0.0000,6.6400,0.0000,nan,nan,0.2020,0.0567,0.0000
0.0809,0.0260,0.0788,straight,1.6806,6.6400,0.0809,-0.0791,0.0166,0.7063,0.2512,0.0000
1.3325,18.2909,0.4179,path,2.7367,6.6600,0.0084,-1.3276,0.1149,0.5407,0.2505,0.4104
0.1688,14.5379,0.0196,combined,1.5056,6.6800,0.1688,-0.1627,0.0451,0.6389,0.2111,0.0000
0.9607,36.0773,0.8491,path,3.1472,6.7200,0.0133,-0.8779,0.3900,1.2302,0.4718,0.6655
0.0652,2.1151,0.0391,straight,0.0704,6.7800,0.0397,-0.0083,0.0647,0.3200,0.0592,0.0000
1.4319,8.4386,0.5558,path,3.7255,6.7800,0.0115,-1.4200,0.1844,0.6826,0.3694,0.5754
0.7582,1.1953,0.1090,path,1.5996,6.7800,0.0061,-0.7142,0.2545,0.3343,0.1256,0.3059
1.7251,15.1943,0.7180,path,4.5688,6.7800,0.0149,-1.6534,0.4922,0.8088,0.4816,0.7428
0.8624,43.4916,0.3852,path,2.3381,6.8000,0.0078,-0.7811,0.3656,0.4191,0.2606,0.3866
0.2161,0.0033,0.0202,lateral,0.8800,6.8000,0.2152,-0.1226,0.1780,0.5561,0.1310,0.0000
0.9793,14.6485,0.4348,path,3.2831,6.8000,0.0103,-0.9410,0.2709,0.5622,0.3669,0.5144
0.2313,11.0980,0.1021,combined,1.9861,6.8000,0.2313,-0.2313,0.0008,0.7698,0.2754,0.0000
