pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m
0.1740,9.4656,0.0533,combined,0.7396,9.4200,0.1470,0.0306,0.1713
0.0882,5.2686,0.0671,straight,0.2566,9.4200,0.0771,-0.0144,0.0870
0.0431,0.3407,0.0244,stand,0.0000,9.4200,0.0000,nan,nan
0.1064,4.0945,0.0808,turn,0.0000,4.0200,0.0000,nan,nan
0.0500,1.4113,0.0630,turn,0.0000,4.5200,0.0000,nan,nan
0.1630,4.8261,0.0889,straight,0.0939,9.4600,0.0939,-0.1628,0.0065
0.0645,0.9266,0.0118,lateral,0.2166,9.4800,0.0182,0.0399,0.0507
0.0136,0.5811,0.0142,stand,0.0000,9.5600,0.0000,nan,nan
0.1429,7.4164,0.0295,straight,0.7977,9.6000,0.1429,-0.1429,0.0003
0.0392,0.4230,0.0167,stand,0.0000,9.6000,0.0000,nan,nan
0.0591,2.2555,0.0243,stand,0.0000,9.6400,0.0000,nan,nan
0.0947,0.1818,0.0863,combined,0.8897,9.6400,0.0478,0.0277,0.0905
0.2157,3.7444,0.0973,combined,0.7370,5.2000,0.2140,-0.1516,0.1535
0.1897,0.1420,0.0351,combined,0.4448,9.7000,0.1864,-0.1709,0.0823
0.0157,1.9634,0.0181,stand,0.0000,5.0600,0.0000,nan,nan
0.1842,1.5517,0.1667,lateral,0.3857,9.7200,0.1262,0.0052,0.1841
0.2811,0.9724,0.1170,straight,0.2970,4.5200,0.2779,-0.2810,0.0086
0.2244,4.4704,0.0500,combined,0.5724,9.7200,0.1727,0.0173,0.2237
0.0999,1.9799,0.1141,lateral,0.1526,9.8200,0.0999,-0.0225,0.0973
0.1462,2.0363,0.0601,combined,0.2621,9.8400,0.0296,0.0840,0.1197
0.1207,2.8418,0.0538,combined,0.9290,9.8600,0.1205,-0.1185,0.0233
0.0291,3.2065,0.0344,stand,0.0000,9.8800,0.0000,nan,nan
0.1123,0.6906,0.0890,turn,0.0000,9.9000,0.0000,nan,nan
0.2379,5.1297,0.0265,straight,0.5665,5.8800,0.2379,-0.2246,0.0784
0.0103,1.2630,0.0195,stand,0.0000,5.2800,0.0000,nan,nan
0.1128,5.3443,0.0117,lateral,0.5321,9.9200,0.1100,-0.0817,0.0777
0.1165,8.3414,0.0194,turn,0.0000,9.9400,0.0000,nan,nan
0.1787,6.6219,0.0625,turn,0.0000,9.9600,0.0000,nan,nan
0.1280,6.9287,0.0778,turn,0.0000,9.9600,0.0000,nan,nan
0.4022,3.8844,0.0336,combined,0.6406,5.9000,0.4022,-0.4016,0.0233
0.1972,4.8109,0.0993,lateral,0.2361,4.0200,0.1828,-0.1317,0.1468
0.1516,14.0747,0.0571,turn,0.0000,5.4200,0.0000,nan,nan
0.2039,2.6613,0.0565,combined,0.2432,4.6600,0.2034,-0.1975,0.0507
0.1501,0.5368,0.0181,lateral,0.6684,4.1000,0.1501,-0.1489,0.0187
0.0561,1.7837,0.0103,stand,0.0000,6.2000,0.0000,nan,nan
0.0598,4.0021,0.1817,straight,0.8674,4.5000,0.0368,0.0461,0.0381
0.3508,3.8811,0.1212,combined,1.1763,4.4400,0.3508,-0.3333,0.1095
0.0267,6.4363,0.0642,combined,0.2626,4.3600,0.0244,0.0066,0.0259
0.1883,17.2516,0.0657,turn,0.0000,5.1600,0.0000,nan,nan
0.1056,5.3182,0.0474,turn,0.0000,4.0800,0.0000,nan,nan
0.2598,4.7154,0.0606,straight,0.8539,5.5800,0.2471,-0.0190,0.2591
0.0167,0.6949,0.0347,stand,0.0000,5.6400,0.0000,nan,nan
0.0979,2.2090,0.0424,lateral,0.3142,6.2800,0.0461,0.0809,0.0551
0.2440,7.5197,0.0688,lateral,0.5115,5.7000,0.2439,-0.1586,0.1854
0.0230,0.1693,0.0392,stand,0.0000,5.3600,0.0000,nan,nan
0.2309,3.7891,0.0598,straight,0.5988,5.4800,0.2305,-0.2298,0.0219
0.2302,3.6532,0.0548,straight,0.6141,4.6600,0.2302,-0.2260,0.0439
0.1794,0.8083,0.0237,lateral,0.3884,4.2200,0.1400,0.0265,0.1774
0.1366,1.6668,0.0739,straight,0.5173,4.7400,0.1366,-0.1361,0.0117
0.1392,1.9244,0.0803,turn,0.0000,6.4800,0.0000,nan,nan
0.0723,1.6581,0.0932,lateral,0.4885,4.4800,0.0723,-0.0700,0.0180
0.1159,8.4731,0.0440,lateral,0.4622,5.9600,0.1159,-0.0697,0.0926
